rewire_id,text,tokenized_text,true_label,predicted_label,prediction_probability,token_count,avg_token_length
sexism2022_english-8297,in the us women prefer the white tshirt and jeans,"[""['jeans'"", ""'prefer'"", ""'tshirt'"", ""'white'"", ""'women']""]",0,1,0.5728287473502872,5,7.8
sexism2022_english-13376,they wouldnt be able to have sex otherwise they know they have to find a woman so impaired that she has sex with them so theyre rabidly defending this action as not rape,"[""['able'"", ""'action'"", ""'defending'"", ""'know'"", ""'rape'"", ""'sex'"", ""'theyre'"", ""'woman'"", ""'wouldnt']""]",0,1,0.5152894099380474,9,7.555555555555555
sexism2022_english-14057,got out of a year relationship with a stubborn bitchy controlling single mom who didnt let her mask slip until the last few months yep they are good at hiding that part of themselves,"[""['bitchy'"", ""'controlling'"", ""'didnt'"", ""'good'"", ""'got'"", ""'hiding'"", ""'let'"", ""'mom'"", ""'months'"", ""'relationship'"", ""'single'"", ""'year'"", ""'yep']""]",1,0,0.4492572513089085,13,7.6923076923076925
sexism2022_english-19842,its just make up shes got the face of a camel under there,"[""['face'"", ""'got'"", ""'just'"", ""'make'"", ""'shes']""]",1,0,0.4213833411514603,5,6.2
sexism2022_english-6836,yeah but come on trpmanosphere are outliers the mainstream does not see this much whining about women men still want to get laid and even have relationships as much as ever,"[""['come'"", ""'does'"", ""'laid'"", ""'mainstream'"", ""'men'"", ""'relationships'"", ""'want'"", ""'whining'"", ""'women'"", ""'yeah']""]",0,1,0.5890223049716059,10,8.0
sexism2022_english-13733,yep yesterday i heard those young whippersnapper lawyers giggling and singing dingdong the witch is dead the witch is dead they were informed today that they are the witch pity,"[""['dead'"", ""'heard'"", ""'lawyers'"", ""'pity'"", ""'today'"", ""'witch'"", ""'yep'"", ""'yesterday'"", ""'young']""]",1,0,0.4525819198622844,9,7.444444444444445
sexism2022_english-16610,is she a porn star if she is i want to see that ass,"[""['ass'"", ""'porn'"", ""'star'"", ""'want']""]",1,0,0.3671915066835127,4,6.25
sexism2022_english-1015,she and her fans are the epitome of trash,"[""['fans'"", ""'trash']""]",0,1,0.5040018331800418,2,7.5
sexism2022_english-19051,so if mgtow wants to marry only do it for power and money,"[""['marry'"", ""'mgtow'"", ""'money'"", ""'power'"", ""'wants']""]",0,1,0.6068907318511729,5,7.4
sexism2022_english-404,a woman sends that to a man and shes brave strong independent a man sends that text to a woman and theres criminal charges,"[""['brave'"", ""'charges'"", ""'criminal'"", ""'independent'"", ""'man'"", ""'sends'"", ""'shes'"", ""'strong'"", ""'text'"", ""'theres'"", ""'woman']""]",1,0,0.3744362146465031,11,8.0
sexism2022_english-18811,good the grid girls can finally get back into f,"[""['finally'"", ""'girls'"", ""'good']""]",0,1,0.5890414132072359,3,8.0
sexism2022_english-10862,twitter locks out users automatically for automated behavior meanwhile the resistance tells rightwing women theyre going to be raped lit on fire url,"[""['automatically'"", ""'behavior'"", ""'going'"", ""'raped'"", ""'rightwing'"", ""'tells'"", ""'theyre'"", ""'twitter'"", ""'url'"", ""'users'"", ""'women']""]",0,1,0.5570851073604505,11,8.636363636363637
sexism2022_english-5222,there are plenty of ways a woman can look beautiful decent and attractive at the same time and our female members are proof of it its defined in our terms nudes and explicitly sexual photos are not accepted this also applies to men,"[""['accepted'"", ""'applies'"", ""'attractive'"", ""'beautiful'"", ""'decent'"", ""'female'"", ""'look'"", ""'members'"", ""'men'"", ""'nudes'"", ""'photos'"", ""'plenty'"", ""'proof'"", ""'sexual'"", ""'terms'"", ""'time'"", ""'ways'"", ""'woman']""]",0,1,0.6905353612081703,18,8.0
sexism2022_english-4981,one of my archnemesiseses cat boobs makes use of her sexuality as a weapon something befitting a woman if you ask me gender is totally my thing they should have raised the kid as batman no confusion there,"[""['ask'"", ""'boobs'"", ""'cat'"", ""'gender'"", ""'kid'"", ""'makes'"", ""'raised'"", ""'sexuality'"", ""'thing'"", ""'totally'"", ""'use'"", ""'weapon'"", ""'woman']""]",1,0,0.3762206038486922,13,7.230769230769231
sexism2022_english-19330,trump is a filthy elite kike jew bitch with a daughter named kikevanka married to israeli agent blackmail pro kike kushner loose the jewtardification bro you expose that your words hold no credit if you trust in your kike jew blackmaield overlords,"[""['agent'"", ""'bitch'"", ""'bro'"", ""'credit'"", ""'daughter'"", ""'elite'"", ""'expose'"", ""'filthy'"", ""'hold'"", ""'israeli'"", ""'jew'"", ""'kike'"", ""'loose'"", ""'married'"", ""'named'"", ""'pro'"", ""'trump'"", ""'trust'"", ""'words']""]",1,0,0.4139935399290416,19,7.2105263157894735
sexism2022_english-11905,i feel like gay men stare more at me than women,"[""['feel'"", ""'gay'"", ""'like'"", ""'men'"", ""'stare'"", ""'women']""]",0,1,0.6419116345417145,6,6.333333333333333
sexism2022_english-6369,ah those are actresses speaking words written for them with the exception of diller who said she wrote of her act without men writing for them theyre not funny case in point roseanne cant act and cant write,"[""['act'"", ""'actresses'"", ""'ah'"", ""'case'"", ""'funny'"", ""'men'"", ""'point'"", ""'roseanne'"", ""'said'"", ""'speaking'"", ""'theyre'"", ""'words'"", ""'write'"", ""'writing'"", ""'written'"", ""'wrote']""]",1,0,0.3344630918870815,16,7.5
sexism2022_english-15962,spot on i am pleased you are doing the research chemo is worse than cancer it destroys your body i have a homeopath been with her for years she is very well informed and keeps me well,"[""['body'"", ""'cancer'"", ""'destroys'"", ""'doing'"", ""'keeps'"", ""'research'"", ""'spot'"", ""'worse'"", ""'years']""]",0,1,0.5050626669986583,9,7.777777777777778
sexism2022_english-11040,the argument i cant change my height is a bad one you are assuming women gaf about what is in your control when a has a plethora of guys to choose from some will be tall and she will choose accordingly supply and demand,"[""['accordingly'"", ""'argument'"", ""'assuming'"", ""'bad'"", ""'change'"", ""'choose'"", ""'control'"", ""'demand'"", ""'guys'"", ""'height'"", ""'supply'"", ""'tall'"", ""'women']""]",0,1,0.7165819358161666,13,8.307692307692308
sexism2022_english-410,so a woman posting a selfie to complain about the shitty thing that happened to her on social media is the liberal media now edit like its not her fault news media ran with it shes just trying to get through the day dude,"[""['complain'"", ""'day'"", ""'dude'"", ""'edit'"", ""'fault'"", ""'happened'"", ""'just'"", ""'liberal'"", ""'like'"", ""'media'"", ""'news'"", ""'posting'"", ""'ran'"", ""'shes'"", ""'shitty'"", ""'social'"", ""'thing'"", ""'trying'"", ""'woman']""]",0,1,0.5089680334792515,19,7.2631578947368425
sexism2022_english-19236,user when did twatter jack yank your account that is such bs i hope youll be back soon we need you and user in the fight you guys are the strong conservative women they fear,"[""['account'"", ""'bs'"", ""'conservative'"", ""'did'"", ""'fear'"", ""'fight'"", ""'guys'"", ""'hope'"", ""'jack'"", ""'need'"", ""'soon'"", ""'strong'"", ""'twatter'"", ""'user'"", ""'women'"", ""'youll']""]",0,1,0.5353013630849643,16,7.125
sexism2022_english-647,i picture the life of an incel as being like peter parker in sam raimis spiderman without the spiderman powers if most women had to live like that theyd go full elliot roger in about ten minutes,"[""['incel'"", ""'life'"", ""'like'"", ""'live'"", ""'minutes'"", ""'peter'"", ""'picture'"", ""'powers'"", ""'theyd'"", ""'women']""]",1,0,0.4137506783874121,10,7.4
sexism2022_english-2536,someone needs to slap the shit out of these rhinos,"[""['needs'"", ""'shit'"", ""'slap']""]",0,1,0.6344637564262575,3,7.0
sexism2022_english-13645,the used condom in the bin somehow ended up in her pussy magic,"[""['condom'"", ""'ended'"", ""'magic'"", ""'pussy'"", ""'used']""]",0,1,0.8076391047788095,5,7.4
sexism2022_english-16100,politics gabfam maga australia as msm develops a case of total silence while covering womens virtue signaling bs mustve been the vagina hats rather than the fgm and child rapes url,"[""['australia'"", ""'bs'"", ""'case'"", ""'child'"", ""'covering'"", ""'fgm'"", ""'gabfam'"", ""'hats'"", ""'maga'"", ""'msm'"", ""'politics'"", ""'rapes'"", ""'signaling'"", ""'silence'"", ""'total'"", ""'url'"", ""'vagina'"", ""'virtue'"", ""'womens']""]",1,0,0.3788477533959936,19,7.526315789473684
sexism2022_english-5191,dont empower women their egos get over inflated and they dont know how to manage it they start treating you poorly along with other people it creates monsters,"[""['creates'"", ""'dont'"", ""'know'"", ""'manage'"", ""'monsters'"", ""'people'"", ""'start'"", ""'treating'"", ""'women']""]",1,0,0.3985996613847209,9,8.11111111111111
sexism2022_english-8451,the jack manleyjoseph costello th street videos are everything you need to start hating women,"[""['hating'"", ""'jack'"", ""'need'"", ""'start'"", ""'street'"", ""'th'"", ""'videos'"", ""'women']""]",1,0,0.4041301612286782,8,7.0
sexism2022_english-7371,you called my wife a whore online that is illegal youre being sued for libel vox day,"[""['called'"", ""'day'"", ""'illegal'"", ""'online'"", ""'sued'"", ""'whore'"", ""'wife'"", ""'youre']""]",0,1,0.717708199169912,8,7.25
sexism2022_english-1406,i for one am glad chad is fucking women who are on the pill,"[""['chad'"", ""'fucking'"", ""'glad'"", ""'pill'"", ""'women']""]",0,1,0.8175820148296482,5,7.2
sexism2022_english-19280,its a cavern filled with mucous and slime the ass is where shit comes out of its not about women its about bodies in general being the source of death and decay and i just discovered i actually to my horror enjoy the physical side of things,"[""['actually'"", ""'ass'"", ""'bodies'"", ""'comes'"", ""'death'"", ""'discovered'"", ""'enjoy'"", ""'filled'"", ""'general'"", ""'horror'"", ""'just'"", ""'physical'"", ""'shit'"", ""'source'"", ""'things'"", ""'women']""]",0,1,0.5719257538492322,16,8.0
sexism2022_english-9946,lovely have you seen the state of them both the niglet looks like an african tranny man an ugly one at that and vanessa looks years older than she is lovely how,"[""['african'"", ""'like'"", ""'looks'"", ""'lovely'"", ""'man'"", ""'older'"", ""'seen'"", ""'state'"", ""'tranny'"", ""'ugly'"", ""'years']""]",1,0,0.4993078834091581,11,7.090909090909091
sexism2022_english-15540,i agree im a or i fucking hate my life and im starting to get a hatred towards women,"[""['agree'"", ""'fucking'"", ""'hate'"", ""'hatred'"", ""'im'"", ""'life'"", ""'starting'"", ""'women']""]",1,0,0.3688051910411776,8,7.375
sexism2022_english-13047,feminine traits in men can be exploited for gain comfort being in control what kind of sexual benefit the kind that men are generally interested in can be gained from an androgynous woman,"[""['benefit'"", ""'comfort'"", ""'control'"", ""'feminine'"", ""'gain'"", ""'gained'"", ""'generally'"", ""'interested'"", ""'kind'"", ""'men'"", ""'sexual'"", ""'traits'"", ""'woman']""]",1,0,0.4413969031134538,13,8.461538461538462
sexism2022_english-5301,excellent i was just looking at another post where the female fvcked men to get grades why support that or even risk exposing ourselves to that type of fraudulent behavior,"[""['behavior'"", ""'excellent'"", ""'exposing'"", ""'female'"", ""'just'"", ""'looking'"", ""'men'"", ""'post'"", ""'risk'"", ""'support'"", ""'type']""]",0,1,0.6626887538262136,11,8.0
sexism2022_english-18709,im so sick of women hitting the wall im getting a sex doll they never do,"[""['doll'"", ""'getting'"", ""'hitting'"", ""'im'"", ""'sex'"", ""'sick'"", ""'wall'"", ""'women']""]",1,0,0.4022050151993313,8,6.75
sexism2022_english-198,normal and normal girls just dont find me attractive,"[""['attractive'"", ""'dont'"", ""'girls'"", ""'just'"", ""'normal']""]",0,1,0.5558523683078473,5,8.2
sexism2022_english-12315,damn now i have an idea making a fake chad account and getting multiple roasties emotionally invested and then breaking their hearts if they even have one i shall find out for science,"[""['account'"", ""'breaking'"", ""'chad'"", ""'damn'"", ""'emotionally'"", ""'fake'"", ""'getting'"", ""'hearts'"", ""'idea'"", ""'making'"", ""'multiple'"", ""'science'"", ""'shall']""]",1,0,0.2981183688245799,13,8.384615384615385
sexism2022_english-9072,im wiggapriveledge yo git ti fuck oota here yo niggapriveledge muthafuck ya on ma turf ya all pay me ho,"[""['fuck'"", ""'ho'"", ""'im'"", ""'ma'"", ""'pay'"", ""'ya'"", ""'yo']""]",1,0,0.3822090315537911,7,4.714285714285714
sexism2022_english-17914,oh now you just planting ideas in my headmmust purgeunclean thoughtsaaaaahhh passed out i was thinking warmatronlike female warchief,"[""['female'"", ""'ideas'"", ""'just'"", ""'oh'"", ""'passed'"", ""'thinking']""]",0,1,0.5203327744017728,6,7.5
sexism2022_english-2913,it was just a good opportunity to hang out with a pornpromoting degenerate who kidnapped a mentally retarded woman to impregnate her no big deal,"[""['big'"", ""'deal'"", ""'degenerate'"", ""'good'"", ""'hang'"", ""'just'"", ""'kidnapped'"", ""'mentally'"", ""'opportunity'"", ""'retarded'"", ""'woman']""]",0,1,0.7083596737196969,11,8.545454545454545
sexism2022_english-3392,just have body fat dehydrated bro ricels not gauntmaxxing volcel holding ghoul frame theorys legit i try contribute im no incel or got a pussy sorry but rather me sorry than you sorry lads x,"[""['body'"", ""'bro'"", ""'contribute'"", ""'fat'"", ""'frame'"", ""'got'"", ""'holding'"", ""'im'"", ""'incel'"", ""'just'"", ""'legit'"", ""'pussy'"", ""'sorry'"", ""'try'"", ""'volcel']""]",1,0,0.4557196544918243,15,6.8
sexism2022_english-6795,dont run away like a little jewish girl,"[""['away'"", ""'dont'"", ""'girl'"", ""'jewish'"", ""'like'"", ""'little'"", ""'run']""]",1,0,0.1873809219354132,7,6.714285714285714
sexism2022_english-1024,quinn will eventually end up accusing al of her exessexual partners of rape and abuse only a matter of time someone should ask her which ex didnt sexually abuse her quinn will be randomly accusing new people of rape years from now,"[""['abuse'"", ""'accusing'"", ""'al'"", ""'ask'"", ""'didnt'"", ""'end'"", ""'eventually'"", ""'ex'"", ""'matter'"", ""'new'"", ""'partners'"", ""'people'"", ""'rape'"", ""'sexually'"", ""'time'"", ""'years']""]",1,0,0.2129922877566598,16,7.25
sexism2022_english-9772,it goes like this im on the dance floor and theres a girl that seems to be checking me out we trade some glances get a bit closer did you read this the girls doing this are showing the guy some positive attention,"[""['attention'"", ""'bit'"", ""'checking'"", ""'closer'"", ""'dance'"", ""'did'"", ""'doing'"", ""'floor'"", ""'girl'"", ""'girls'"", ""'goes'"", ""'guy'"", ""'im'"", ""'like'"", ""'positive'"", ""'read'"", ""'showing'"", ""'theres'"", ""'trade']""]",0,1,0.5022111712867452,19,7.157894736842105
sexism2022_english-14511,it could be like for the ladies corner of your man cave where they could pause and be cheered by its message in between bearing platters of food and drink up and down the stairs,"[""['corner'"", ""'drink'"", ""'food'"", ""'ladies'"", ""'like'"", ""'man'"", ""'message'"", ""'stairs']""]",1,0,0.2457199376325149,8,7.375
sexism2022_english-4546,everyones locked up women most affected,"[""['affected'"", ""'everyones'"", ""'locked'"", ""'women']""]",0,1,0.5671795962580919,4,9.5
sexism2022_english-9882,girlfriend youre not laying in your boxers all day watching the football scores come in who said women make shit comedians,"[""['come'"", ""'day'"", ""'football'"", ""'girlfriend'"", ""'make'"", ""'said'"", ""'shit'"", ""'watching'"", ""'women'"", ""'youre']""]",1,0,0.4024705780735449,10,7.7
sexism2022_english-1009,wow all the first responses are about evil women lying or trying to protect girls poor men it must be so rough when women dont just trust you blindly low value rapist males,"[""['dont'"", ""'evil'"", ""'girls'"", ""'just'"", ""'low'"", ""'lying'"", ""'males'"", ""'men'"", ""'poor'"", ""'protect'"", ""'rapist'"", ""'responses'"", ""'rough'"", ""'trust'"", ""'trying'"", ""'value'"", ""'women'"", ""'wow']""]",0,1,0.9008621637437956,18,7.0
sexism2022_english-4221,i dont see why they even bothered nobody said cellulite wasnt natural just that it isnt attractive at all oh boo hoo women have to deal with having a flawed appearance cry me a river,"[""['appearance'"", ""'attractive'"", ""'boo'"", ""'bothered'"", ""'deal'"", ""'dont'"", ""'having'"", ""'hoo'"", ""'isnt'"", ""'just'"", ""'natural'"", ""'oh'"", ""'river'"", ""'said'"", ""'wasnt'"", ""'women']""]",1,0,0.4889231161789409,16,7.375
sexism2022_english-7860,shes def no victim as he didnt rape her shes married cheats on her husband bad judgment personally professionally period,"[""['bad'"", ""'cheats'"", ""'def'"", ""'didnt'"", ""'husband'"", ""'judgment'"", ""'married'"", ""'period'"", ""'personally'"", ""'rape'"", ""'shes'"", ""'victim']""]",1,0,0.212150646114616,12,7.916666666666667
sexism2022_english-11121,come on even women for fucks sake are coming out in msm saying the me too rape culture shit needs to get capped this nonsense has gone too far when does it end,"[""['come'"", ""'coming'"", ""'culture'"", ""'does'"", ""'end'"", ""'far'"", ""'fucks'"", ""'gone'"", ""'msm'"", ""'needs'"", ""'nonsense'"", ""'rape'"", ""'sake'"", ""'saying'"", ""'shit'"", ""'women']""]",1,0,0.3964495597027763,16,6.8125
sexism2022_english-15192,and whats new about this a woman can be total garbage but as long as she is fuckable she gets something,"[""['fuckable'"", ""'garbage'"", ""'gets'"", ""'long'"", ""'new'"", ""'total'"", ""'whats'"", ""'woman']""]",1,0,0.3970452740066289,8,7.375
sexism2022_english-11979,college girls are insane brainwashed manhaters,"[""['brainwashed'"", ""'college'"", ""'girls'"", ""'insane']""]",1,0,0.331154380509227,4,9.75
sexism2022_english-9998,since america has sanctioned the murder of over million children so that their mothers can live as they wish,"[""['america'"", ""'children'"", ""'live'"", ""'million'"", ""'mothers'"", ""'murder'"", ""'wish']""]",1,0,0.2183549304814629,7,8.428571428571429
sexism2022_english-12565,absolutely not she can tie you up feed you with viagra and rape you until she gets pregnant and you will be liable for child support in the best interest of the child welcome to the us,"[""['absolutely'"", ""'best'"", ""'child'"", ""'feed'"", ""'gets'"", ""'pregnant'"", ""'rape'"", ""'support'"", ""'tie'"", ""'welcome']""]",1,0,0.1821459932117991,10,7.8
sexism2022_english-902,keep telling yourself that meanwhile the majority of men and women are decent people who know that thats bullshit,"[""['bullshit'"", ""'decent'"", ""'know'"", ""'majority'"", ""'men'"", ""'people'"", ""'telling'"", ""'thats'"", ""'women']""]",0,1,0.7936055673366825,9,8.0
sexism2022_english-4935,the best clothes to wear in hot and humid weather are loose fitting baggy clothes even if theyre full length thats what the tuareg saharan nomads wear not a bikini in sight,"[""['best'"", ""'bikini'"", ""'clothes'"", ""'hot'"", ""'loose'"", ""'sight'"", ""'thats'"", ""'theyre'"", ""'wear']""]",0,1,0.5905099426936128,9,7.222222222222222
sexism2022_english-7095,its not sexism in society isnt mens fault its not womens fault its no ones fault thinking that way just leads to hate sexism is just a problem we need to fix together,"[""['fault'"", ""'fix'"", ""'hate'"", ""'isnt'"", ""'just'"", ""'leads'"", ""'mens'"", ""'need'"", ""'ones'"", ""'problem'"", ""'sexism'"", ""'society'"", ""'thinking'"", ""'way'"", ""'womens']""]",0,1,0.5290500622310503,15,7.066666666666666
sexism2022_english-13310,most girls dont lose their virginity anywhere near stop trying to justify pedophilia you sick fucks hope you all end up in jail where men treat pedophiles exactly how they deserve,"[""['deserve'"", ""'dont'"", ""'end'"", ""'exactly'"", ""'fucks'"", ""'girls'"", ""'hope'"", ""'jail'"", ""'justify'"", ""'lose'"", ""'men'"", ""'near'"", ""'pedophiles'"", ""'pedophilia'"", ""'sick'"", ""'stop'"", ""'treat'"", ""'trying'"", ""'virginity']""]",0,1,0.6209516055878078,19,7.631578947368421
sexism2022_english-14188,muslim women wear the burka because the numbers of muslim men is too high they kniw theyll be raped if they dont allahs mohammads law,"[""['burka'"", ""'dont'"", ""'high'"", ""'law'"", ""'men'"", ""'muslim'"", ""'numbers'"", ""'raped'"", ""'theyll'"", ""'wear'"", ""'women']""]",0,1,0.61609757779547,11,6.909090909090909
sexism2022_english-15405,i really hate when females want to turn into men that really pisses me off,"[""['females'"", ""'hate'"", ""'men'"", ""'pisses'"", ""'really'"", ""'turn'"", ""'want']""]",0,1,0.5208895041087007,7,7.142857142857143
sexism2022_english-12603,numerous sources of ritual impurity such as male and female genital discharges various skin diseases defiance disrespect and disruption as well as human and certain animal corpses,"[""['animal'"", ""'certain'"", ""'diseases'"", ""'disrespect'"", ""'female'"", ""'genital'"", ""'human'"", ""'male'"", ""'numerous'"", ""'ritual'"", ""'skin'"", ""'sources'"", ""'various']""]",0,1,0.5249881495929017,13,8.692307692307692
sexism2022_english-256,to be fair i wouldnt be with a woman,"[""['fair'"", ""'woman'"", ""'wouldnt']""]",0,1,0.5340188925569789,3,8.0
sexism2022_english-11829,user it would be funny to see that ugly old bag trying to wrap them ugly legs around her neck,"[""['bag'"", ""'funny'"", ""'legs'"", ""'neck'"", ""'old'"", ""'trying'"", ""'ugly'"", ""'user']""]",0,1,0.6720326265686865,8,6.375
sexism2022_english-3791,just another insane libturd i believe these women are sociopaths its all a game to the sociopath life is a game with little inside themselves they spend most of their life playing stupid mind games refrence url,"[""['believe'"", ""'game'"", ""'games'"", ""'insane'"", ""'inside'"", ""'just'"", ""'life'"", ""'little'"", ""'mind'"", ""'playing'"", ""'spend'"", ""'stupid'"", ""'url'"", ""'women']""]",1,0,0.4979916810554439,14,7.285714285714286
sexism2022_english-18183,this comment is too logical for him the emotions and desires have he on control once she sucks that cock he will put a ring on her its over for weak will incels,"[""['cock'"", ""'comment'"", ""'control'"", ""'desires'"", ""'emotions'"", ""'incels'"", ""'logical'"", ""'ring'"", ""'sucks'"", ""'weak']""]",0,1,0.6870014784080261,10,8.1
sexism2022_english-15440,are they trying to poop on the floor nasty ass women,"[""['ass'"", ""'floor'"", ""'nasty'"", ""'trying'"", ""'women']""]",0,1,0.745143343861436,5,7.2
sexism2022_english-17538,women who lie about rape should be imprisoned for the same amount of time as this man wouldve if he was convicted,"[""['convicted'"", ""'imprisoned'"", ""'lie'"", ""'man'"", ""'rape'"", ""'time'"", ""'women'"", ""'wouldve']""]",0,1,0.7127136122816272,8,7.875
sexism2022_english-5629,while fake feminists are playing dressup to sling poo at our favorite president the author of the handmaids tale recently got in trouble with said fakefeminists for questioning the metoo witch hunt and modern feminism url,"[""['author'"", ""'fake'"", ""'favorite'"", ""'feminism'"", ""'feminists'"", ""'got'"", ""'hunt'"", ""'metoo'"", ""'modern'"", ""'playing'"", ""'president'"", ""'recently'"", ""'said'"", ""'tale'"", ""'trouble'"", ""'url'"", ""'witch']""]",0,1,0.5556415248293967,17,8.0
sexism2022_english-11446,porn is always true,"[""['porn'"", ""'true']""]",0,1,0.5919602115049803,2,7.0
sexism2022_english-11154,looks matter more than anything if you want to sleep with high level women not even close wealth and fame beat looks by a country mile,"[""['beat'"", ""'close'"", ""'country'"", ""'fame'"", ""'high'"", ""'level'"", ""'looks'"", ""'matter'"", ""'mile'"", ""'sleep'"", ""'want'"", ""'wealth'"", ""'women']""]",1,0,0.4399441376556404,13,7.076923076923077
sexism2022_english-8212,i think most women choose to keep their unwanted babies,"[""['babies'"", ""'choose'"", ""'think'"", ""'women']""]",0,1,0.6426417257332873,4,8.0
sexism2022_english-6817,id rather have sigourney weaver type female characters over the current style of women in movies she wasnt a mary sue she didnt have these overpowered abilities and she couldnt take on men at a time,"[""['current'"", ""'didnt'"", ""'female'"", ""'id'"", ""'mary'"", ""'men'"", ""'movies'"", ""'style'"", ""'sue'"", ""'time'"", ""'type'"", ""'wasnt'"", ""'women']""]",0,1,0.6545224027408265,13,6.6923076923076925
sexism2022_english-14900,challenge her ego and if she gives you attitude dont stand for it obviously know your limits dont be an asshole but she is probably used to digging her heels into men so if you be firm like concrete shell jump,"[""['asshole'"", ""'attitude'"", ""'challenge'"", ""'digging'"", ""'dont'"", ""'ego'"", ""'firm'"", ""'gives'"", ""'heels'"", ""'jump'"", ""'know'"", ""'like'"", ""'men'"", ""'obviously'"", ""'probably'"", ""'shell'"", ""'stand'"", ""'used']""]",1,0,0.4438515859784974,18,7.555555555555555
sexism2022_english-4434,the westteh joozthe govtthe gynocracry is showing us that men and women need to just go their own ways and forget the next gen fuck em all of mankinds problems could be solved if we just stopped having children,"[""['children'"", ""'em'"", ""'forget'"", ""'fuck'"", ""'gen'"", ""'having'"", ""'just'"", ""'men'"", ""'need'"", ""'problems'"", ""'showing'"", ""'solved'"", ""'stopped'"", ""'ways'"", ""'women']""]",0,1,0.6142217207515775,15,7.266666666666667
sexism2022_english-14350,i dont really have many women i do have one,"[""['dont'"", ""'really'"", ""'women']""]",0,1,0.6554619627253847,3,7.666666666666667
sexism2022_english-16583,absolutely my friend get men to accost and kill other men for themand to hell with the grieving widow she was not a feminist anyway,"[""['absolutely'"", ""'feminist'"", ""'friend'"", ""'hell'"", ""'kill'"", ""'men'"", ""'widow']""]",0,1,0.5608721030074937,7,8.0
sexism2022_english-17033,mudshark mother url slutty mothers grooming their daughters into lushes then mudsharks,"[""['daughters'"", ""'grooming'"", ""'mother'"", ""'mothers'"", ""'mudshark'"", ""'mudsharks'"", ""'slutty'"", ""'url']""]",1,0,0.3826966560924933,8,9.25
sexism2022_english-18723,the meaning of vixen is female fox,"[""['female'"", ""'fox'"", ""'meaning']""]",0,1,0.6237614980462398,3,8.0
sexism2022_english-11055,maxims larochefoucauld the greater number of good women are like concealed treasures safe as no one has searched for them,"[""['good'"", ""'greater'"", ""'like'"", ""'number'"", ""'safe'"", ""'women']""]",0,1,0.573422232866596,6,7.333333333333333
sexism2022_english-8090,dude girls want sex as much as guys do they have triggers so do we,"[""['dude'"", ""'girls'"", ""'guys'"", ""'sex'"", ""'want']""]",0,1,0.5210650496878483,5,6.4
sexism2022_english-19615,and because you are girls pretty and a bit silly you are easy to deceive go figure the media is so afraid of russians lmao,"[""['afraid'"", ""'bit'"", ""'easy'"", ""'figure'"", ""'girls'"", ""'lmao'"", ""'media'"", ""'pretty'"", ""'russians'"", ""'silly']""]",0,1,0.5064975187284982,10,7.4
sexism2022_english-13529,urandummie have you considered that it is your objectification of women like this that leads them to not interact with you,"[""['considered'"", ""'interact'"", ""'leads'"", ""'like'"", ""'women']""]",0,1,0.5904436301018713,5,8.8
sexism2022_english-2366,post mentioned women women most affected,"[""['affected'"", ""'mentioned'"", ""'post'"", ""'women']""]",0,1,0.8059170636156683,4,9.0
sexism2022_english-991,in fact several feminist gamers have stated they dont play video games because they are lame,"[""['dont'"", ""'fact'"", ""'feminist'"", ""'games'"", ""'lame'"", ""'play'"", ""'stated'"", ""'video']""]",0,1,0.5082687838774717,8,7.25
sexism2022_english-13755,drag queens arent part of the snake drag queens are usually entertainers with really keen senses of humor who throw around tranny like someones about to kick them in their tuckedup balls if they dare do it tomorrow,"[""['arent'"", ""'balls'"", ""'dare'"", ""'drag'"", ""'humor'"", ""'kick'"", ""'like'"", ""'queens'"", ""'really'"", ""'snake'"", ""'someones'"", ""'throw'"", ""'tomorrow'"", ""'tranny'"", ""'usually']""]",0,1,0.6422844240645396,15,7.6
sexism2022_english-9824,this is why every man should date down significantly you need to be the one in control you need to make more money have more options and be better lookingmore fit,"[""['better'"", ""'control'"", ""'date'"", ""'fit'"", ""'make'"", ""'man'"", ""'money'"", ""'need'"", ""'options']""]",0,1,0.5546841285302501,9,7.0
sexism2022_english-17982,correct me if im wrong but i descended from the men of old who conquered countries i will not be talked to like i am some piece of trash i wont let a woman talk to me this way don draper,"[""['correct'"", ""'countries'"", ""'im'"", ""'let'"", ""'like'"", ""'men'"", ""'old'"", ""'piece'"", ""'talk'"", ""'talked'"", ""'trash'"", ""'way'"", ""'woman'"", ""'wont'"", ""'wrong']""]",0,1,0.5472427312347887,15,6.666666666666667
sexism2022_english-11533,if liking fit women is wrong ill be wrong all day why do you care what tastes i have in women anyway youre the one putting down the type of woman im attracted to,"[""['attracted'"", ""'care'"", ""'day'"", ""'fit'"", ""'ill'"", ""'im'"", ""'liking'"", ""'putting'"", ""'type'"", ""'woman'"", ""'women'"", ""'wrong'"", ""'youre']""]",0,1,0.7165752662780307,13,6.846153846153846
sexism2022_english-6880,this must have been going on for such a long time that women have actually evolved their evil ways through the millenia,"[""['actually'"", ""'evil'"", ""'evolved'"", ""'going'"", ""'long'"", ""'time'"", ""'ways'"", ""'women']""]",1,0,0.3542273169355225,8,7.375
